Timestamp,Temperature (°C),Humidity (%)
2024-08-09 01:51:06,24.1,61.26
2024-08-09 01:53:07,24.1,61.3
2024-08-09 01:55:07,24.1,61.28
2024-08-09 01:57:07,24.07,61.2
2024-08-09 01:59:08,24.06,61.2
2024-08-09 02:01:08,24.04,61.2
2024-08-09 02:03:09,24.03,61.2
2024-08-09 02:05:09,24.04,61.2
2024-08-09 02:07:09,24.0,61.25
2024-08-09 02:09:10,24.0,61.26
2024-08-09 02:11:10,24.0,61.26
2024-08-09 02:13:10,24.0,61.23
2024-08-09 02:15:11,24.0,61.2
2024-08-09 02:17:11,24.0,61.2
2024-08-09 02:19:12,24.0,61.18
2024-08-09 02:21:12,24.0,61.1
2024-08-09 02:23:12,23.97,61.14
2024-08-09 02:25:13,23.95,61.2
2024-08-09 02:27:13,23.9,61.2
2024-08-09 02:29:14,23.9,61.2
2024-08-09 02:31:14,23.9,61.2
2024-08-09 02:33:14,23.9,61.2
2024-08-09 02:35:15,23.9,61.2
2024-08-09 02:37:15,23.9,61.15
2024-08-09 02:39:16,23.9,61.15
2024-08-09 02:41:16,23.9,61.1
2024-08-09 02:43:16,23.9,61.1
2024-08-09 02:45:17,23.9,61.1
2024-08-09 02:47:17,23.9,61.13
2024-08-09 02:49:17,23.9,61.14
