Timestamp,Temperature (°C),Humidity (%)
2024-08-10 02:56:12,24.2,71.8
2024-08-10 02:58:12,24.17,71.7
2024-08-10 03:00:13,24.1,71.6
2024-08-10 03:02:13,24.1,71.6
2024-08-10 03:04:14,24.1,71.5
2024-08-10 03:06:14,24.1,71.43
2024-08-10 03:08:14,24.1,71.44
2024-08-10 03:10:15,24.1,71.34
2024-08-10 03:12:15,24.1,71.34
2024-08-10 03:14:16,24.1,71.3
2024-08-10 03:16:17,24.07,71.3
2024-08-10 03:18:17,24.0,71.2
2024-08-10 03:20:18,24.0,71.14
2024-08-10 03:22:18,24.0,71.1
2024-08-10 03:24:19,24.0,71.03
2024-08-10 03:26:19,24.0,71.0
2024-08-10 03:28:19,24.0,71.0
2024-08-10 03:30:20,24.0,71.09
2024-08-10 03:32:20,24.0,71.08
2024-08-10 03:34:20,24.0,71.0
2024-08-10 03:36:21,24.0,71.0
2024-08-10 03:38:21,24.0,71.1
2024-08-10 03:40:22,23.97,71.06
2024-08-10 03:42:22,23.9,71.0
2024-08-10 03:44:22,23.9,70.92
2024-08-10 03:46:23,23.9,70.86
2024-08-10 03:48:23,23.9,70.8
2024-08-10 03:50:24,23.9,70.8
2024-08-10 03:52:24,23.9,70.8
2024-08-10 03:54:24,23.9,70.77
