Timestamp,Temperature (°C),Humidity (%)
2024-08-09 00:50:52,24.64,61.03
2024-08-09 00:52:53,24.6,61.1
2024-08-09 00:54:53,24.6,61.1
2024-08-09 00:56:53,24.5,61.2
2024-08-09 00:58:55,24.5,61.23
2024-08-09 01:00:55,24.5,61.25
2024-08-09 01:02:56,24.4,61.35
2024-08-09 01:04:56,24.4,61.4
2024-08-09 01:06:56,24.4,61.43
2024-08-09 01:08:57,24.37,61.4
2024-08-09 01:10:57,24.3,61.4
2024-08-09 01:12:58,24.3,61.4
2024-08-09 01:14:58,24.3,61.4
2024-08-09 01:16:58,24.3,61.4
2024-08-09 01:18:59,24.3,61.46
2024-08-09 01:20:59,24.27,61.4
2024-08-09 01:23:00,24.2,61.37
2024-08-09 01:25:00,24.2,61.36
2024-08-09 01:27:00,24.2,61.43
2024-08-09 01:29:01,24.2,61.44
2024-08-09 01:31:01,24.2,61.43
2024-08-09 01:33:02,24.2,61.43
2024-08-09 01:35:02,24.2,61.4
2024-08-09 01:37:02,24.2,61.35
2024-08-09 01:39:03,24.14,61.4
2024-08-09 01:41:03,24.13,61.36
2024-08-09 01:43:03,24.1,61.35
2024-08-09 01:45:04,24.1,61.3
2024-08-09 01:47:04,24.1,61.26
2024-08-09 01:49:05,24.1,61.27
