Timestamp,Temperature (°C),Humidity (%)
2024-08-08 13:46:47,27.2,52.57
2024-08-08 13:47:47,27.2,52.52
2024-08-08 13:48:48,27.2,52.47
2024-08-08 13:49:48,27.2,52.45
2024-08-08 13:50:48,27.2,52.5
2024-08-08 13:51:48,27.2,52.44
2024-08-08 13:52:49,27.2,52.4
2024-08-08 13:53:49,27.2,52.4
2024-08-08 13:54:49,27.2,52.5
2024-08-08 13:55:49,27.2,52.4
2024-08-08 13:56:50,27.2,52.43
2024-08-08 13:57:50,27.2,52.45
2024-08-08 13:58:50,27.2,52.45
2024-08-08 13:59:50,27.2,52.43
2024-08-08 14:00:50,27.2,52.42
2024-08-08 14:01:51,27.2,52.4
2024-08-08 14:02:51,27.2,52.3
2024-08-08 14:03:51,27.2,52.37
2024-08-08 14:04:51,27.2,52.87
2024-08-08 14:05:52,27.2,53.1
2024-08-08 14:06:52,27.2,52.96
2024-08-08 14:07:52,27.2,52.81
2024-08-08 14:08:52,27.24,52.48
2024-08-08 14:09:52,27.2,52.47
2024-08-08 14:10:53,27.2,52.57
2024-08-08 14:11:53,27.2,52.53
2024-08-08 14:12:53,27.2,52.21
2024-08-08 14:13:53,27.2,51.85
2024-08-08 14:14:53,27.2,51.8
2024-08-08 14:15:55,27.2,51.9
2024-08-08 14:16:55,27.2,51.9
2024-08-08 14:17:55,27.2,52.0
2024-08-08 14:18:55,27.17,52.39
2024-08-08 14:19:56,27.2,52.82
2024-08-08 14:20:56,27.2,52.54
2024-08-08 14:21:56,27.2,52.31
2024-08-08 14:22:57,27.2,52.06
2024-08-08 14:23:58,27.2,51.8
2024-08-08 14:24:58,27.2,51.8
2024-08-08 14:25:58,27.2,51.83
2024-08-08 14:26:58,27.16,51.95
2024-08-08 14:27:59,27.17,52.13
2024-08-08 14:28:59,27.17,52.15
2024-08-08 14:29:59,27.15,52.1
2024-08-08 14:30:59,27.15,52.2
2024-08-08 14:31:59,27.14,52.12
2024-08-08 14:33:00,27.1,52.0
2024-08-08 14:34:00,27.1,51.87
2024-08-08 14:35:00,27.1,51.76
2024-08-08 14:36:00,27.1,51.67
2024-08-08 14:37:01,27.1,51.75
2024-08-08 14:38:01,27.1,51.91
2024-08-08 14:39:01,27.1,52.1
2024-08-08 14:40:01,27.1,52.1
2024-08-08 14:41:01,27.1,52.03
2024-08-08 14:42:02,27.1,51.86
2024-08-08 14:43:02,27.1,51.75
2024-08-08 14:44:02,27.1,51.67
2024-08-08 14:45:02,27.1,51.41
2024-08-08 14:46:03,27.1,51.2
