Timestamp,Temperature (°C),Humidity (%)
2024-08-09 03:51:30,23.7,60.7
2024-08-09 03:53:30,23.7,60.7
2024-08-09 03:55:30,23.7,60.7
2024-08-09 03:57:31,23.7,60.7
2024-08-09 03:59:31,23.7,60.7
2024-08-09 04:01:32,23.7,60.7
2024-08-09 04:03:32,23.7,60.66
2024-08-09 04:05:32,23.7,60.64
2024-08-09 04:07:33,23.7,60.63
2024-08-09 04:09:33,23.7,60.57
2024-08-09 04:11:34,23.7,60.5
2024-08-09 04:13:34,23.7,60.46
2024-08-09 04:15:34,23.7,60.4
2024-08-09 04:17:35,23.7,60.34
2024-08-09 04:19:35,23.64,60.3
2024-08-09 04:21:35,23.6,60.26
2024-08-09 04:23:36,23.6,60.2
2024-08-09 04:25:36,23.6,60.16
2024-08-09 04:27:37,23.6,60.1
2024-08-09 04:29:37,23.6,60.07
2024-08-09 04:31:37,23.6,60.04
2024-08-09 04:33:38,23.6,60.03
2024-08-09 04:35:38,23.6,60.05
2024-08-09 04:37:38,23.6,60.04
2024-08-09 04:39:39,23.6,60.0
2024-08-09 04:41:39,23.6,59.97
2024-08-09 04:43:40,23.6,59.97
2024-08-09 04:45:40,23.6,59.96
2024-08-09 04:47:40,23.6,59.94
2024-08-09 04:49:41,23.6,60.0
